core_id	header	length	N_count	pct_N	action	reason
AFI-LKN-183	hChikV/Kenya/AFI-LKN-183/2025	11821	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-184	hChikV/Kenya/AFI-LKN-184/2025	11670	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-252	hChikV/Kenya/AFI-LKN-252/2025	11796	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-253	hChikV/Kenya/AFI-LKN-253/2025	11845	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-254	hChikV/Kenya/AFI-LKN-254/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-255	hChikV/Kenya/AFI-LKN-255/2025	11827	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-256	hChikV/Kenya/AFI-LKN-256/2025	11743	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-257	hChikV/Kenya/AFI-LKN-257/2025	11665	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-258	hChikV/Kenya/AFI-LKN-258/2025	11805	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-259	hChikV/Kenya/AFI-LKN-259/2025	11584	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-262	hChikV/Kenya/AFI-LKN-262/2025	11838	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-263	hChikV/Kenya/AFI-LKN-263/2025	11742	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-264	hChikV/Kenya/AFI-LKN-264/2025	11578	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-266	hChikV/Kenya/AFI-LKN-266/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-267	hChikV/Kenya/AFI-LKN-267/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-268	hChikV/Kenya/AFI-LKN-268/2025	11774	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-270	hChikV/Kenya/AFI-LKN-270/2025	11618	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-271	hChikV/Kenya/AFI-LKN-271/2025	11780	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-272	hChikV/Kenya/AFI-LKN-272/2025	11534	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-274	hChikV/Kenya/AFI-LKN-274/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-350	hChikV/Kenya/AFI-LKN-350/2025	11625	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-LKN-393	hChikV/Kenya/AFI-LKN-393/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1725	AFI-MNB-1725	6116	163	2.7	EXCLUDE (fragment)	"Short fragment; below near-complete threshold"
AFI-MNB-1729	hChikV/Kenya/AFI-MNB-1729/2025	11663	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1758	hChikV/Kenya/AFI-MNB-1758/2025	11564	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1765	hChikV/Kenya/AFI-MNB-1765/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1785	hChikV/Kenya/AFI-MNB-1785/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1786	hChikV/Kenya/AFI-MNB-1786/2025	11844	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1788	hChikV/Kenya/AFI-MNB-1788/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1789	hChikV/Kenya/AFI-MNB-1789/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1790	hChikV/Kenya/AFI-MNB-1790/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1793	hChikV/Kenya/AFI-MNB-1793/2025	11839	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1794	hChikV/Kenya/AFI-MNB-1794/2025	11764	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1796	hChikV/Kenya/AFI-MNB-1796/2025	11627	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1799	hChikV/Kenya/AFI-MNB-1799/2025	11790	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1800	hChikV/Kenya/AFI-MNB-1800/2025	11620	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1801	hChikV/Kenya/AFI-MNB-1801/2025	11843	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1802	hChikV/Kenya/AFI-MNB-1802/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1803	hChikV/Kenya/AFI-MNB-1803/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1804	hChikV/Kenya/AFI-MNB-1804/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1805	hChikV/Kenya/AFI-MNB-1805/2025	11835	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1806	hChikV/Kenya/AFI-MNB-1806/2025	11613	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1807	hChikV/Kenya/AFI-MNB-1807/2025	11590	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1809	hChikV/Kenya/AFI-MNB-1809/2025	11772	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1810	hChikV/Kenya/AFI-MNB-1810/2025	11537	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1811	hChikV/Kenya/AFI-MNB-1811/2025	11693	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1812	hChikV/Kenya/AFI-MNB-1812/2025	11584	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1813	hChikV/Kenya/AFI-MNB-1813/2025	11690	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1875	hChikV/Kenya/AFI-MNB-1875/2025	11636	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1876	hChikV/Kenya/AFI-MNB-1876/2025	11843	48	0.4	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1877	hChikV/Kenya/AFI-MNB-1877/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1878	hChikV/Kenya/AFI-MNB-1878/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1880	AFI-MNB-1880	11322	0	0	KEEP	"queue GenBank"
AFI-MNB-1882	hChikV/Kenya/AFI-MNB-1882/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1885	hChikV/Kenya/AFI-MNB-1885/2025	11810	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1886	hChikV/Kenya/AFI-MNB-1886/2025	11830	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1888	hChikV/Kenya/AFI-MNB-1888/2025	11837	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1889	AFI-MNB-1889	9361	0	0	KEEP	"queue GenBank"
AFI-MNB-1890	hChikV/Kenya/AFI-MNB-1890/2025	11842	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1892	hChikV/Kenya/AFI-MNB-1892/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1893	hChikV/Kenya/AFI-MNB-1893/2025	11841	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1894	hChikV/Kenya/AFI-MNB-1894/2025	11683	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
AFI-MNB-1970	AFI-MNB-1970	7303	0	0	EXCLUDE (partial)	"IRMA-confirmed but <8000bp in both pipelines; document only"
AFI-MNB-1975	hChikV/Kenya/AFI-MNB-1975/2025	11838	0	0	KEEP	"Trusted, GenBank-submitted (SUB16345942)"
nvrl-603	nvrl-603	11814	231	2	KEEP	"Well-supported PCR-positive Garissa genome. 11583bp callable at -m 20 vs 11811bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-605	nvrl-605	11814	234	2	KEEP	"Well-supported PCR-positive Garissa genome. 11580bp callable at -m 20 vs 11811bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-606	nvrl-606	11814	218	1.8	KEEP	"Well-supported PCR-positive Garissa genome. 11596bp callable at -m 20 vs 11768bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-608	nvrl-608	11812	229	1.9	KEEP	"Well-supported PCR-positive Garissa genome. 11583bp callable at -m 20 vs 11737bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-614	nvrl-614	11809	0	0	KEEP	"Well-supported PCR-positive Garissa genome. 11809bp callable at -m 20 vs 11809bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-616	nvrl-616	11812	64	0.5	KEEP	"Well-supported PCR-positive Garissa genome. 11748bp callable at -m 20 vs 11812bp at -m 2, GenBank-submitted (SUB16416474)"
nvrl-631	nvrl-631	11831	7744	65.5	EXCLUDE (N-padded)	"65.5% N"
nvrl-638	nvrl-638	11836	5877	49.7	EXCLUDE (N-padded)	"49.7% N"
nvrl-639	nvrl-639	11827	10929	92.4	EXCLUDE (N-padded)	"92.4% N"
nvrl-641	nvrl-641	11827	2096	17.7	EXCLUDE (insufficient depth)	"Mean ONT depth only 5.4x; at -m 20 **0bp** remain callable (was 9727bp at -m 2). PCR-positive (Ct 20.21)"
nvrl-649	nvrl-649	11829	3643	30.8	EXCLUDE (partial/low depth)	"30.8% N, which was excluded as borderline/low-depth"
